fullpath,exe,length,crc,load_address,magicexe,magicload,magictext
Complete BBC micro $.cbm.csv)\DISC158a\$.RUBDATA,2304,108,8490,2304,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.RUBIK,32811,4110,17164,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.RUNINST,16744483,752,52467,16718080,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.RUBINST,32803,752,52467,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.HANGMAN,32803,2483,978,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.RACE,32803,4042,55647,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.RACEINS,32803,1023,13161,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.FLOW,20224,1792,52523,24320,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.!BOOT,7680,1536,63914,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.CHAR,2816,512,42755,2816,32766,0,Ldpic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.CHEM,32799,1135,39910,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.CHEMINS,32803,9725,3328,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.DASH,27328,5440,2144,27328,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.CODE2,2240,1088,40213,2240,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.CODE1,15360,7168,42158,15360,32761,4352,TYB music samples #1
Complete BBC micro $.cbm.csv)\DISC158b\$.Zircon3,7165,7936,20924,4352,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.Zircon2,28288,4480,46884,28288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.ROULET1,15360,7936,57653,7680,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.ROULET,32803,838,38987,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.NIGHTMA,32803,8794,16853,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.CODEBUS,32803,5001,43169,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.CODE-L,32803,1280,42485,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.Scorpio,32803,5101,1713,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.Scorp-I,32803,1023,14990,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.GAME,17075,2077,40377,16384,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.033455E,14336,2048,46861,14336,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.033454D,12288,2048,23442,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.Zircon1,2304,944,23733,2304,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.033453C,10240,2048,11291,10240,0,32757,ScrLoad #2
Complete BBC micro $.cbm.csv)\DISC158b\$.LOADER,32803,3276,8133,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.SUPINST,32803,2712,9062,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.0xC0DE,0,22481,21542,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.SETUP,32128,640,38713,32128,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.RETRO,20480,922,41747,20480,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158b\$.ELECTRO,32803,99,3766,6400,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC158b\$.CRIB,11776,7680,62410,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.CRIBBAG,32803,2714,2161,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.ZirLdr,32803,373,48996,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.ZirInst,32803,664,11714,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.PARA,32803,1156,7831,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.05,32803,1173,27148,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.KeyAHUN,32811,3389,12054,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.AHUNT,32811,3408,11372,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158b\$.Athlete,32803,1560,19089,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.DROPOUT,32803,4560,26891,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.Loader,32803,1107,65151,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.NEXTPRO,32803,965,9784,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.code,20480,968,40959,20480,32761,4352,TYB music samples #4
Complete BBC micro $.cbm.csv)\DISC159a\$.zerodat,112,27,13142,112,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159a\$.IDB,32803,982,23853,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.IDBINST,32803,872,51356,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.Rally-X,27159,10640,241,16896,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159a\$.Rally-L,32803,866,24141,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.RALLYIN,32803,866,60852,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.ADVEND2,16777215,4814,7115,16777215,32761,4352,TYB music samples #4
Complete BBC micro $.cbm.csv)\DISC159a\$.ADVEND1,16777215,4050,18431,16777215,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159a\$.DROPINS,32803,669,53014,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.GAME,32799,13178,30891,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.M&M,32799,4714,28822,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.INFO,32803,2865,21002,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.GIN-R,14592,7168,59715,7680,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.GINRINS,32803,4736,12826,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.COVERUP,32803,8054,57687,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.COVINST,32803,1791,13239,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.EUROPE,32811,5825,10264,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.EURINST,32803,864,14814,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.!BOOT,7680,1536,54108,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.STARTRE,32799,8778,14717,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.STARINS,32803,608,62018,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.MONEY,32803,647,35524,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.MONINST,32803,544,1570,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.SHUFFLE,32803,2985,4233,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.CABINET,32803,4232,37010,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159a\$.NEW,32803,2,26796,6400,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC159b\$.CAVE,32803,15825,3851,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.CAVEINS,32803,2322,46751,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.CODE5,10432,256,30667,10432,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.CODE4,9427,808,46573,9427,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.CODE3,8026,1397,49137,8026,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.CODE2,6726,1292,16661,6726,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.CODE1,5376,1339,55835,5376,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.RCODE,32811,604,53306,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.DATA2,12288,3254,39247,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.DATA1,10873,1152,43297,10873,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.FON,16777215,182,23479,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.GSCRP,14848,13440,48018,14848,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.KNscr,22528,10239,20852,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.SETUP,32803,1584,3403,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.GAME,32803,4604,54134,6656,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.HEX,32803,6669,30615,6656,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.LOADER,32803,1372,65102,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.SPACEHI,32803,6521,50779,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.OCMAIN,32803,4883,59081,5120,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.OCIN,32803,2495,13313,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.WORLDCU,32803,18023,39334,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.WORLD-I,32803,3368,15746,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.HELI,32803,5588,7267,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.KNlow,0,1,58239,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.KNIGHTS,32811,3422,62062,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.KNInst,32803,2414,19870,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC159b\$.END,14848,13439,35605,14848,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.LEV3,23808,5120,36027,23808,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.LEV2,23808,5120,10796,23808,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC159b\$.LEV1,23808,5120,50423,23808,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.BACKGAM,32803,7260,46814,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.BACK-IN,32803,4200,13724,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.UU,23178,8411,44404,23096,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.NOUNSYN,16288,95,50282,16288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.VERBS,12800,255,17350,12800,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.VTYPE,12544,256,64113,12544,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.INIT,1328,224,45158,1328,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.UROSHT1,0,363,44291,0,32761,4352,TYB music samples #6
Complete BBC micro $.cbm.csv)\DISC160a\$.URNOUNB,12288,301,27014,12288,64596,127,text/word #4
Complete BBC micro $.cbm.csv)\DISC160a\$.COMPY,20480,1087,51586,20480,32761,4352,TYB music samples #4
Complete BBC micro $.cbm.csv)\DISC160a\$.URM1BBC,0,2717,55867,0,32761,4352,TYB music samples #4
Complete BBC micro $.cbm.csv)\DISC160a\$.UL1BBC,0,2587,58356,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.MABWARS,32811,10829,5315,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.PICLKUP,2560,255,32426,2560,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.PIC1,12288,16383,17006,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.UULOAD,24775,324,15145,24576,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.UUTIT2B,0,1000,36214,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.UPSTART,32803,2629,15928,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.RUNNER,4352,5666,8103,4352,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160a\$.GRID,32803,2542,50474,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.SINCITY,32803,5119,45014,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.CH2,32803,3747,17534,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.CHASM,32803,4426,49735,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.MAB-INS,32803,4095,21633,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.!BOOT,7680,1536,10025,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.BLAST2,32803,9279,38896,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.BLAST1,32803,1906,27067,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.BLAST,32803,4063,54531,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.NiMareP,32803,9035,43749,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.GETRICH,32803,629,64809,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160a\$.GETINST,32803,724,5890,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.BANDIT2,32799,3843,33233,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.BANDATA,9472,2608,21592,9472,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160b\$.objdata,22016,128,10151,22016,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160b\$.sprdata,2304,384,20977,2304,32766,0,Ldpic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.alldata,16384,4560,4308,16384,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC160b\$.game,32803,10108,59766,4608,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.MagicIn,32803,752,54697,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.PURSUIT,32803,1622,60271,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.PURS-IN,32803,767,47722,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.ISLAND,32811,7213,36459,6400,32803,3584,Basic page=&E00 #1
Complete BBC micro $.cbm.csv)\DISC160b\$.IS-INST,32803,936,9317,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.INVADER,32803,654,60484,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.BANDIT1,32799,291,20885,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.INVINST,32803,850,54950,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.BANDIT,32803,704,43787,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.ALPHASW,32803,4661,59723,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.IVAACT,32803,15966,59412,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.MINES,32803,5520,55755,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.MINEINS,32803,1104,59150,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.SANTA,32811,2193,45721,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC160b\$.SANTA-I,32803,1535,28318,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Fight,32803,2098,53890,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.ds,31034,1734,32330,31034,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\R.Maze,12288,4495,37402,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Map,32803,3553,29124,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Town,32803,3254,2821,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Main,32803,3279,63831,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\R.Main,12288,9018,15303,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Pleb,5720,58,43732,5720,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\R.Fight,12288,12780,14452,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\R.Intro,12288,4913,15566,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Intro,32803,4264,14733,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Head,11520,728,58117,11520,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Maze,32803,2545,38847,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.LowCode,2304,1018,34671,2304,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.Caller,4352,1526,21357,4352,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.loads,12288,20480,864,12288,32514,12288,Mode 2 screen #2
Complete BBC micro $.cbm.csv)\DISC161a\$.SWSet,32803,1627,25982,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.swt,11776,322,20836,11776,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.SWTest,32803,942,14878,5888,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.UDG,32803,144,2643,6400,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC161a\$.BOMRAID,32803,3756,18549,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.ORB,32803,2294,37869,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\$.HISS,32803,10229,25938,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\L.7,12288,1100,42841,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\$.!BOOT,7680,1536,39862,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161a\L.6,12288,1086,43297,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\L.5,12288,824,21006,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\L.4,12288,1028,104,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\L.3,12288,922,32148,12288,32761,4352,TYB music samples #1
Complete BBC micro $.cbm.csv)\DISC161a\L.2,12288,925,7866,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161a\L.1,12288,883,65484,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.REVERSE,32803,2694,38800,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.FLIP,32803,2794,7486,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.SUB,32803,3217,21965,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.DOMINO,32803,6610,65163,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.Pacman,32803,3143,13048,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.PacInst,32803,1376,34943,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.CONNECT,32803,3310,22428,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.BOUNCEB,32803,4270,14499,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.TUN,32803,2610,34884,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.RELOC,13568,297,31846,13568,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.MAIN,6512,130,52897,6512,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.REVENGE,32803,51,16179,6400,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC161b\$.SKULL,32803,2640,13834,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.VSYNC,2878,256,47513,2816,32761,4352,TYB music samples #4
Complete BBC micro $.cbm.csv)\DISC161b\$.BLK,32640,128,51321,32640,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.EOL,30904,1736,36566,30904,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.GFX,27648,3246,65402,27648,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.ROOMS,20992,3508,53640,20992,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.MON,18944,2044,16830,18944,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.RMD,17152,1503,5688,17152,32760,0,DEC compressed picture #1
Complete BBC micro $.cbm.csv)\DISC161b\$.SPL,16384,760,45932,16384,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.OBJ,16128,255,20953,16128,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.TABLES,3072,208,4414,3072,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC161b\$.SKULL-I,32803,734,44376,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.INTRO,32803,2047,41949,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.CRIB,32803,11263,35466,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.CRIB-IN,32803,2559,7889,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.CATCHME,32803,2194,35698,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.ODD,32803,5184,31287,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.HANGMAN,32803,9352,44814,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC161b\$.HANGINS,32803,1280,6108,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.DATA,0,735,4757,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC162a\$.GALAXY,32799,21527,11158,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.GKAN2,32799,6663,19087,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.GKAN,32799,1136,23368,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.INTRO,32803,1639,63174,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.6,32811,19296,7924,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.5,32811,2642,20660,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.4,32811,1167,36773,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.S,0,163,20715,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC162a\$.F,32811,1184,16515,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.3,32811,1631,4683,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.2,32811,3370,28678,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.GAL-I,32803,14480,47983,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.P,12288,20480,11094,12288,32514,12288,Mode 2 screen #2
Complete BBC micro $.cbm.csv)\DISC162a\$.L,12288,20480,24943,12288,32514,12288,Mode 2 screen #2
Complete BBC micro $.cbm.csv)\DISC162a\$.1,32811,1187,28359,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.MENU,32803,15292,25797,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.BIKE,32803,1188,49230,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.BIKEINS,32803,1096,2548,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.THE,32803,1915,55079,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.HANGMAN,32803,2687,2498,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.!BOOT,7680,1536,42412,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.SNAdata,20480,1104,48837,20480,32761,4352,TYB music samples #1
Complete BBC micro $.cbm.csv)\DISC162a\$.SNAgame,32799,7724,15622,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.SNAvdus,32799,400,46876,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.SNAinst,32803,453,17187,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.TUDOROL,4352,7515,53705,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.TUDOR,32803,3165,53099,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162a\$.DODGE,32803,3014,50267,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.GO-AUTO,32803,10697,46358,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.GO,32803,10679,62208,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.SpArena,32803,6260,17130,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.3DAGRSR,32803,2654,19062,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.3DAGR-I,32803,1616,37637,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.ASKII,32803,569,22582,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.SKI-INS,32803,640,13106,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.TAKTIKS,32803,2452,44760,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.PARACHU,32803,1698,50790,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.Puzzle,32803,5386,63007,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.GOINST,32803,4080,46601,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC162b\$.0xC0DE,3584,20600,51440,3584,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC162b\$.PYTHON,2304,80,31084,2304,0,0,no match #1
